playername,year,realERA,adjustedERA,diff
Yonny Chirinos,2019,3.54,2.13,1.41
Cy Moore,1933,4.31,2.90,1.41
Aaron Harang,2013,5.40,3.99,1.41
Joe Mays,2003,6.77,5.36,1.41
Carlos Rodon,2018,4.18,2.77,1.41
Wade Miley,2017,5.61,4.20,1.41
Jason Bergmann,2008,5.04,3.63,1.41
Sam Gaviglio,2018,5.43,4.02,1.41
Antonio Senzatela,2019,6.71,5.31,1.40
Shawn Estes,1998,5.06,3.66,1.40
Ray Benge,1935,4.33,2.93,1.40
Erik Bedard,2012,5.01,3.61,1.40
Steve Barber,1962,3.28,1.88,1.40
Mark Gubicza,1992,3.72,2.32,1.40
Jim Rooker,1973,2.83,1.43,1.40
Garland Buckeye,1925,3.19,1.79,1.40
Russ Ortiz,2005,6.89,5.49,1.40
Dave Stewart,1994,5.87,4.47,1.40
Jason Johnson,1999,5.42,4.02,1.40
Jesse Jefferson,1980,4.93,3.53,1.40
Alex Carrasquel,1939,5.17,3.77,1.40
Josh Fogg,2006,5.49,4.09,1.40
Ed Lafitte,1915,3.94,2.54,1.40
Jason Davis,2004,5.80,4.40,1.40
Homer Bailey,2011,4.43,3.03,1.40
Johnny Morrison,1921,3.07,1.67,1.40
Andrew Heaney,2021,5.48,4.08,1.40
Dick Pole,1977,5.12,3.72,1.40
Pat Rapp,1998,5.30,3.90,1.40
Al Leiter,2005,6.21,4.81,1.40
Kyle Gibson,2014,4.47,3.07,1.40
Tyler Mahle,2022,4.40,3.01,1.39
Juan Nicasio,2013,5.14,3.75,1.39
Logan Gilbert,2021,4.68,3.29,1.39
Billy Wynne,1969,4.06,2.67,1.39
Nelson Briles,1974,3.92,2.53,1.39
Marco Estrada,2012,3.76,2.37,1.39
Wade Miller,2000,5.14,3.75,1.39
Joel Pineiro,2004,4.67,3.28,1.39
Steve Renko,1983,3.94,2.55,1.39
Tiny Bonham,1947,4.45,3.06,1.39
Anthony Young,1994,3.96,2.57,1.39
Duster Mails,1925,4.43,3.04,1.39
Adrian Houser,2023,4.23,2.84,1.39
Matt Cain,2013,4.00,2.61,1.39
Steve Stone,1971,3.88,2.49,1.39
Brian Anderson,2001,5.46,4.07,1.39
Shane Reynolds,2003,5.50,4.11,1.39
Mike Clevinger,2019,2.71,1.32,1.39
Bryan Rekar,2001,5.89,4.50,1.39
Mark Redman,2000,4.83,3.44,1.39
Davy Dunkle,1903,4.61,3.22,1.39
Bill James,1913,3.72,2.33,1.39
Randy Martz,1982,4.38,2.99,1.39
Zane Smith,1995,5.69,4.30,1.39
Rocky Biddle,2001,5.54,4.15,1.39
Joe Musgrove,2018,4.06,2.67,1.39
Chad Bettis,2015,4.23,2.84,1.39
Jason Hammel,2016,3.83,2.44,1.39
Roy Henshaw,1935,3.17,1.78,1.39
Andrew Heaney,2023,4.08,2.69,1.39
Nate Robertson,2008,6.09,4.71,1.38
Steve Trachsel,2001,4.46,3.08,1.38
Frank Castillo,2002,5.23,3.85,1.38
Joe Ryan,2022,3.55,2.17,1.38
Bobby Burke,1934,3.27,1.89,1.38
Early Wynn,1961,3.49,2.11,1.38
Ben Sheets,2010,4.53,3.15,1.38
Mike Brown,1983,4.65,3.27,1.38
Dennis Martinez,1996,4.50,3.12,1.38
Jesse Litsch,2007,3.81,2.43,1.38
John Snyder,2000,6.17,4.79,1.38
Dewon Brazelton,2004,4.97,3.59,1.38
Jose Mesa,1991,5.97,4.59,1.38
Ervin Santana,2007,5.92,4.54,1.38
Wily Peralta,2015,4.72,3.34,1.38
Sam McDowell,1973,4.02,2.64,1.38
Andrew Cashner,2018,5.29,3.91,1.38
Bill Singer,1970,3.13,1.75,1.38
Dave Burba,1997,4.80,3.42,1.38
Jack Flaherty,2023,5.03,3.65,1.38
Pete Schourek,1993,5.47,4.09,1.38
Ernie McAnally,1974,4.59,3.21,1.38
Myles Thomas,1929,4.09,2.71,1.38
John Curtis,1979,3.54,2.16,1.38
Dave McNally,1963,4.77,3.39,1.38
Hal Griggs,1958,6.10,4.72,1.38
Sam Leever,1901,2.88,1.51,1.37
Kelly Downs,1992,3.65,2.28,1.37
Roy Henshaw,1938,4.56,3.19,1.37
Vicente Padilla,2009,4.52,3.15,1.37
Pink Hawley,1901,4.12,2.75,1.37
Gio Gonzalez,2013,3.36,1.99,1.37
Cactus Keck,1922,3.71,2.34,1.37
Dave Fleming,1994,6.46,5.09,1.37
Walt Masterson,1942,3.01,1.64,1.37
Russ Ford,1915,4.14,2.77,1.37
Dwight Gooden,1997,4.96,3.59,1.37
Floyd Youmans,1987,4.64,3.27,1.37
Bob Milacki,1992,5.76,4.39,1.37
Armando Reynoso,2000,5.20,3.83,1.37
Jimmy Key,1988,3.29,1.92,1.37
Carlos Zambrano,2012,4.54,3.17,1.37
Joe Moeller,1970,4.51,3.14,1.37
Jose Lima,2001,5.40,4.03,1.37
Jim Lonborg,1968,4.33,2.96,1.37
Clise Dudley,1929,5.54,4.17,1.37
Robert Person,1999,4.14,2.77,1.37
Don Lee,1960,3.78,2.41,1.37
Randy Johnson,1994,3.19,1.82,1.37
Joe Nuxhall,1953,4.28,2.91,1.37
Ben McDonald,1997,4.06,2.69,1.37
Charlie Hough,1994,5.15,3.78,1.37
Paul Derringer,1931,3.47,2.10,1.37
Ervin Santana,2009,5.10,3.73,1.37
Rex Barney,1949,4.02,2.65,1.37
Frank Sullivan,1960,6.21,4.85,1.36
Carl Fischer,1932,5.48,4.12,1.36
Jack Fisher,1960,3.66,2.30,1.36
Willie Mitchell,1912,3.44,2.08,1.36
Ron Robinson,1987,3.77,2.41,1.36
Jesse Chavez,2017,5.24,3.88,1.36
Larry French,1941,5.13,3.77,1.36
Rube Benton,1925,4.03,2.67,1.36
Eric Milton,2002,4.84,3.48,1.36
Steve Carlton,1987,5.99,4.63,1.36
Wandy Rodriguez,2008,3.54,2.18,1.36
Pat Rapp,1997,4.80,3.44,1.36
John Danks,2014,4.74,3.38,1.36
Johan Santana,2003,2.85,1.49,1.36
Paul Splittorff,1976,3.56,2.20,1.36
Jamey Wright,2005,5.59,4.23,1.36
Bud Norris,2012,4.65,3.29,1.36
Jeff Francis,2007,4.22,2.86,1.36
Oral Hildebrand,1932,3.92,2.56,1.36
Carlos Martinez,2018,3.41,2.05,1.36
Jack Coombs,1917,3.89,2.53,1.36
Carlos Carrasco,2011,4.62,3.26,1.36
Tim Conroy,1986,5.60,4.24,1.36
Byung-Hyun Kim,2006,5.57,4.21,1.36
Jae Weong Seo,2006,5.16,3.80,1.36
Allen Watson,1994,5.52,4.16,1.36
Dustin Hermanson,2000,4.60,3.24,1.36
Scott Aldred,1996,6.57,5.21,1.36
Ed Head,1943,3.95,2.59,1.36
Scott Kazmir,2010,5.94,4.58,1.36
Erik Bedard,2005,4.00,2.64,1.36
Greg Harris,1994,6.42,5.06,1.36
Brian Duensing,2011,5.24,3.89,1.35
Ubaldo Jimenez,2016,5.18,3.83,1.35
Joel Pineiro,2006,6.62,5.27,1.35
Lou Knerr,1945,4.15,2.80,1.35
Jason Marquis,2013,4.05,2.70,1.35
Ron Romanick,1986,5.50,4.15,1.35
Bobby Witt,1987,4.92,3.57,1.35
Allen Russell,1918,3.28,1.93,1.35
Mel Queen,1950,5.58,4.23,1.35
Hal Carlson,1919,2.43,1.08,1.35
Bill Travers,1977,5.25,3.90,1.35
Justin Verlander,2015,3.38,2.03,1.35
Walter Johnson,1927,5.10,3.75,1.35
Barney Wolfe,1903,2.95,1.60,1.35
Jack Sanford,1965,4.81,3.46,1.35
Todd Van Poppel,1994,6.09,4.74,1.35
Matt Young,1984,5.72,4.37,1.35
Shawn Estes,2005,4.80,3.45,1.35
Allen Ripley,1980,4.29,2.94,1.35
Bob Kline,1932,5.68,4.33,1.35
Ray Kolp,1922,4.08,2.73,1.35
Bruce Kison,1972,3.36,2.01,1.35
Rich Hill,2007,3.92,2.57,1.35
Eric Lauer,2021,3.04,1.69,1.35
Sidney Ponson,1998,5.18,3.83,1.35
Tommy Byrne,1951,4.30,2.95,1.35
Cal Eldred,2000,4.58,3.23,1.35
Craig Stammen,2009,5.11,3.76,1.35
John Lackey,2011,6.41,5.07,1.34
Zach Day,2003,4.18,2.84,1.34
Vincent Velasquez,2016,4.12,2.78,1.34
Erik Hanson,1994,4.12,2.78,1.34
Ken Heintzelman,1940,3.82,2.48,1.34
Austin Gomber,2023,5.50,4.16,1.34
Gerrit Cole,2021,3.23,1.89,1.34
Josh Beckett,2009,3.86,2.52,1.34
Parker Bridwell,2017,3.76,2.42,1.34
Jimmy Nelson,2017,3.49,2.15,1.34
Gene Brabender,1970,5.91,4.57,1.34
Lance Lynn,2018,4.94,3.60,1.34
Joe Bowman,1935,4.54,3.20,1.34
Lynn Nelson,1938,5.64,4.30,1.34
Mickey Mahler,1978,5.20,3.86,1.34
Rick Rhoden,1981,3.89,2.55,1.34
Jeff Samardzija,2012,3.81,2.47,1.34
Kyle Lohse,2015,6.31,4.97,1.34
Scott Carroll,2014,5.40,4.06,1.34
Danny Jackson,1989,5.60,4.26,1.34
Kevin Brown,2001,2.68,1.34,1.34
General Crowder,1927,5.90,4.56,1.34
Tom Seats,1945,4.21,2.87,1.34
Daniel Cabrera,2004,5.03,3.69,1.34
Todd Wellemeyer,2009,6.08,4.74,1.34
Trevor Williams,2019,5.38,4.05,1.33
Tim Wakefield,2001,4.30,2.97,1.33
Jake Peavy,2011,5.10,3.77,1.33
Chad Billingsley,2007,3.38,2.05,1.33
Jason Marquis,2012,5.22,3.89,1.33
Shaun Marcum,2007,3.91,2.58,1.33
Tim Pugh,1993,5.28,3.95,1.33
Pedro Martinez,2006,4.48,3.15,1.33
Johnny Morrison,1925,4.55,3.22,1.33
Felix Hernandez,2016,3.82,2.49,1.33
Dennis Leonard,1982,5.10,3.77,1.33
Brent Strom,1973,5.01,3.68,1.33
Brad Woodall,1998,5.25,3.92,1.33
Claude Osteen,1974,4.01,2.68,1.33
Balor Moore,1978,4.69,3.36,1.33
Larry McWilliams,1980,4.95,3.62,1.33
Claude Willoughby,1926,6.66,5.33,1.33
Jordan Lyles,2019,4.15,2.82,1.33
Freddie Fitzsimmons,1937,4.41,3.08,1.33
Peaches Davis,1936,3.98,2.65,1.33
Gene Nelson,1982,4.46,3.13,1.33
Orlando Hernandez,1998,3.13,1.80,1.33
Chris Welsh,1981,3.91,2.58,1.33
Wandy Rodriguez,2005,5.41,4.08,1.33
Orlando Hernandez,2006,4.66,3.33,1.33
Jim Deshaies,1994,7.39,6.06,1.33
Rolando Arrojo,1999,5.18,3.85,1.33
Aaron Sanchez,2019,5.89,4.56,1.33
Derek Holland,2012,4.72,3.39,1.33
Ed Klieman,1944,3.79,2.46,1.33
Lucas Giolito,2023,4.88,3.55,1.33
Renie Martin,1980,4.62,3.29,1.33
Al Leiter,2003,3.99,2.66,1.33
Hideo Nomo,1998,5.05,3.72,1.33
Kenny Rogers,1996,4.68,3.35,1.33
Tim Lincecum,2013,4.37,3.04,1.33
Bruce Ruffin,1989,4.51,3.18,1.33
Rube Fischer,1943,4.95,3.62,1.33
Tim Leary,1991,6.24,4.92,1.32
Bobby Jones,1999,5.95,4.63,1.32
Pete Harnisch,1989,4.63,3.31,1.32
Jorge de la Rosa,2016,5.79,4.47,1.32
Shawn Chacon,2001,5.06,3.74,1.32
Ike Delock,1955,3.91,2.59,1.32
Ricky Nolasco,2009,5.06,3.74,1.32
Wil Crowe,2021,5.43,4.11,1.32
Bobby Jones,2002,5.64,4.32,1.32
Homer Bailey,2009,4.53,3.21,1.32
Aaron Harang,2010,5.22,3.90,1.32
Clayton Kershaw,2008,4.30,2.98,1.32
Matt Beech,1998,5.15,3.83,1.32
David Weathers,1994,5.27,3.95,1.32
Joe Oeschger,1923,5.28,3.96,1.32
Josh Fogg,2003,5.26,3.94,1.32
Joe Slusarski,1991,5.42,4.10,1.32
Denny Neagle,1994,5.12,3.80,1.32
Vic Aldridge,1928,4.88,3.56,1.32
Jesse Haines,1925,4.63,3.31,1.32
Kent Greenfield,1928,6.24,4.92,1.32
Elmer Jacobs,1916,3.78,2.46,1.32
Brett Tomko,2007,5.40,4.08,1.32
Joe Shaute,1931,5.06,3.74,1.32
Dennis Martinez,1984,4.67,3.35,1.32
Danny Darwin,1996,3.82,2.50,1.32
Kyle McClellan,2011,4.21,2.89,1.32
Ike Butler,1902,5.47,4.15,1.32
Cha-Seung Baek,2008,4.62,3.30,1.32
Whitey Wilshere,1935,3.96,2.64,1.32
C.J. Wilson,2015,3.89,2.57,1.32
Ron Schueler,1972,4.30,2.98,1.32
Scott Sanders,1996,3.42,2.10,1.32
Dustin McGowan,2008,4.37,3.05,1.32
Bob Walk,1992,3.38,2.06,1.32
Matt Garza,2016,4.51,3.19,1.32
Aaron Cook,2007,4.12,2.80,1.32
Jerry Koosman,1982,4.03,2.71,1.32
Jay Witasick,1999,5.60,4.28,1.32
Wade Miley,2023,3.14,1.82,1.32
Tommy Hunter,2010,3.75,2.43,1.32
Al Benton,1946,3.82,2.50,1.32
Saul Rogovin,1956,5.11,3.79,1.32
Mike Clevinger,2023,3.77,2.45,1.32
Casey Fossum,2005,5.07,3.76,1.31
Lary Sorensen,1984,5.34,4.03,1.31
Sean Manaea,2016,3.87,2.56,1.31
John O'Donoghue,1967,3.63,2.32,1.31
Vance Worley,2011,3.02,1.71,1.31
Turk Farrell,1966,4.70,3.39,1.31
Ken Hill,1999,4.80,3.49,1.31
Ken Johnson,1968,3.41,2.10,1.31
Mickey Haefner,1948,4.24,2.93,1.31
Roberto Hernandez,2009,6.32,5.01,1.31
Jo-Jo Reyes,2011,5.66,4.35,1.31
Spencer Strider,2022,2.77,1.46,1.31
Luis Castillo,2021,3.98,2.67,1.31
Bob Muncrief,1947,4.96,3.65,1.31
Carlos Silva,2010,4.22,2.91,1.31
Eduardo Rodriguez,2023,3.30,1.99,1.31
Miguel Batista,2007,4.31,3.00,1.31
Dave Roberts,1978,5.18,3.87,1.31
Steve Parris,2001,4.60,3.29,1.31
Tony Saunders,1997,4.65,3.34,1.31
John Snyder,1999,6.68,5.37,1.31
Waite Hoyt,1931,4.76,3.45,1.31
David Bush,2005,4.43,3.12,1.31
Tommy Hunter,2009,4.10,2.79,1.31
Dick Ruthven,1984,5.01,3.70,1.31
Paul Zahniser,1925,5.73,4.42,1.31
Duke Maas,1959,4.82,3.51,1.31
Cliff Fannin,1947,4.11,2.80,1.31
Ben Cantwell,1929,4.69,3.38,1.31
Johnny Klippstein,1953,4.62,3.31,1.31
Sarge Connally,1927,4.39,3.08,1.31
Elam Vangilder,1926,5.04,3.73,1.31
Paul Wilson,1996,5.38,4.07,1.31
Casey Fossum,2004,6.65,5.34,1.31
Francisco Liriano,2013,3.02,1.71,1.31
Jim Beattie,1978,3.87,2.56,1.31
Ramon Martinez,2000,6.13,4.83,1.30
Ben Sheets,2007,3.82,2.52,1.30
Lou Kretlow,1951,3.91,2.61,1.30
Ray Moss,1929,4.13,2.83,1.30
Robert Person,1997,5.58,4.28,1.30
Allan Anderson,1991,4.80,3.50,1.30
Jason Marquis,2006,6.02,4.72,1.30
Mark Thurmond,1985,4.27,2.97,1.30
Mike Oquist,1998,6.25,4.95,1.30
Kyle Davies,2010,5.34,4.04,1.30
Jimmy Jones,1987,4.31,3.01,1.30
John Deering,1903,2.93,1.63,1.30
Vic Frazier,1932,5.51,4.21,1.30
Leo Dickerman,1925,5.79,4.49,1.30
Pedro Ramos,1964,5.33,4.03,1.30
Howie Pollet,1953,4.83,3.53,1.30
Pat Caraway,1931,6.31,5.01,1.30
Bucky Walters,1947,5.75,4.45,1.30
Art Herring,1931,3.60,2.30,1.30
Justin Thompson,1999,5.11,3.81,1.30
Vern Kennedy,1944,4.43,3.13,1.30
Cotton Pippen,1939,6.36,5.06,1.30
Jim Bagby,1945,4.00,2.70,1.30
Roger Moret,1975,3.49,2.19,1.30
Dereck Rodriguez,2018,2.89,1.59,1.30
Gary Glover,2002,5.97,4.67,1.30
Masato Yoshii,1999,4.24,2.94,1.30
Zach Thompson,2022,5.19,3.89,1.30
Yovani Gallardo,2016,5.42,4.12,1.30
Marcus Stroman,2018,5.54,4.24,1.30
Cal Eldred,1998,4.80,3.50,1.30
Hunter Greene,2022,4.44,3.14,1.30
Jim Coates,1960,4.62,3.32,1.30
Tom Sturdivant,1956,3.54,2.24,1.30
Jim Clancy,1985,3.78,2.48,1.30
Josh Towers,2004,5.03,3.73,1.30
Claudio Vargas,2005,5.07,3.77,1.30
Doc Medich,1979,3.45,2.15,1.30
Dylan Bundy,2022,4.89,3.59,1.30
Ruben Quevedo,2002,5.80,4.50,1.30
Pablo Lopez,2021,3.07,1.77,1.30
Terry Mulholland,1999,4.43,3.13,1.30
Chris Welsh,1982,4.56,3.27,1.29
Jon Niese,2016,5.48,4.19,1.29
Francisco Liriano,2011,4.84,3.55,1.29
Guy Hoffman,1987,4.72,3.43,1.29
Kurt Kepshire,1984,3.40,2.11,1.29
Patrick Corbin,2022,6.31,5.02,1.29
Cole Hamels,2006,4.08,2.79,1.29
Terry Adams,2002,5.00,3.71,1.29
Steven Matz,2016,3.40,2.11,1.29
Tom Zachary,1934,4.60,3.31,1.29
Kenny Rogers,2008,5.70,4.41,1.29
Darryl Kile,1995,4.87,3.58,1.29
Bill Swift,1985,5.07,3.78,1.29
Jonathan Pettibone,2013,4.04,2.75,1.29
Mitch Talbot,2010,4.41,3.12,1.29
Alex Kellner,1957,4.70,3.41,1.29
Trevor Rogers,2022,5.47,4.18,1.29
Jack Wilson,1940,5.02,3.73,1.29
Mike Birkbeck,1988,4.72,3.43,1.29
Mark Gardner,1999,6.69,5.40,1.29
Hector Santiago,2014,4.05,2.76,1.29
Burt Hooton,1982,4.03,2.74,1.29
Zach Davies,2021,5.78,4.49,1.29
Don Aase,1980,4.90,3.61,1.29
Watty Clark,1930,4.66,3.37,1.29
Brandon Claussen,2005,4.21,2.92,1.29
Jeff Suppan,1997,5.50,4.21,1.29
Jason Marquis,2011,4.43,3.14,1.29
Ed Figueroa,1979,4.13,2.84,1.29
Marcus Stroman,2014,3.29,2.00,1.29
George Uhle,1932,4.47,3.18,1.29
Roy Mahaffey,1931,4.07,2.78,1.29
Dickie Noles,1983,4.78,3.49,1.29
Anibal Sanchez,2016,6.04,4.75,1.29
Jake Peavy,2009,3.45,2.16,1.29
Kevin Tapani,2001,4.49,3.20,1.29
Carlos Hernandez,2002,4.09,2.80,1.29
Dylan Bundy,2018,5.45,4.16,1.29
Doug Drabek,1997,5.74,4.45,1.29
Al Javery,1941,4.57,3.28,1.29
Don Black,1945,5.07,3.78,1.29
Dizzy Trout,1941,3.57,2.28,1.29
Phil Collins,1932,6.32,5.03,1.29
Joe Nuxhall,1965,3.51,2.22,1.29
Marcus Stroman,2023,4.04,2.75,1.29
Bill James,1918,4.05,2.76,1.29
Jimmy Lavender,1913,4.13,2.84,1.29
Jason Jennings,2005,5.02,3.73,1.29
Tom Griffin,1977,4.86,3.58,1.28
Sam Gray,1932,4.90,3.62,1.28
Ramon Martinez,1997,3.64,2.36,1.28
Rodrigo Lopez,2003,5.82,4.54,1.28
Jim Pittsley,1997,5.46,4.18,1.28
Bob Friend,1966,4.49,3.21,1.28
Bill Gullickson,1994,5.98,4.70,1.28
George Winter,1902,2.99,1.71,1.28
Claudio Vargas,2007,5.03,3.75,1.28
Mike Pelfrey,2009,5.03,3.75,1.28
Felix Hernandez,2015,3.53,2.25,1.28
Paul Wagner,1994,4.84,3.56,1.28
Mark Redman,2006,5.71,4.43,1.28
Jeff Karstens,2010,4.78,3.50,1.28
Adam Eaton,2000,4.13,2.85,1.28
Stubby Overmire,1947,3.59,2.31,1.28
Bill Doak,1924,3.19,1.91,1.28
Allie Reynolds,1954,3.59,2.31,1.28
Ty Blach,2017,4.81,3.53,1.28
Joe Haynes,1944,2.46,1.18,1.28
Mike Clevinger,2017,2.84,1.56,1.28
Hugh Casey,1941,4.81,3.53,1.28
Buck Freeman,1921,4.32,3.04,1.28
Chris Reitsma,2002,4.07,2.79,1.28
Phil Collins,1930,4.57,3.29,1.28
Art Ditmar,1955,5.46,4.18,1.28
Logan Allen,2023,3.81,2.53,1.28
Lloyd Brown,1929,3.69,2.41,1.28
Ike Delock,1959,3.51,2.23,1.28
Charlie Morton,2014,3.72,2.44,1.28
Scott Bankhead,1986,4.78,3.50,1.28
Jeremy Sowers,2009,5.48,4.20,1.28
John Ericks,1995,4.66,3.38,1.28
Juan Pizarro,1960,4.71,3.43,1.28
Brandon McCarthy,2013,4.53,3.25,1.28
Mike LaCoss,1988,3.62,2.35,1.27
Wade LeBlanc,2010,4.15,2.88,1.27
Monte Weaver,1938,4.44,3.17,1.27
Barry Latman,1961,4.46,3.19,1.27
Masato Yoshii,2000,5.86,4.59,1.27
Glendon Rusch,2005,4.32,3.05,1.27
Don Liddle,1954,3.25,1.98,1.27
Cliff Chambers,1949,3.77,2.50,1.27
Roy Parmelee,1937,5.61,4.34,1.27
Ted Blankenship,1928,4.70,3.43,1.27
Nick Blackburn,2010,5.30,4.03,1.27
Virgil Trucks,1956,3.91,2.64,1.27
Bob Turley,1959,4.26,2.99,1.27
Bill Long,1988,4.04,2.77,1.27
Clarence Currie,1902,3.35,2.08,1.27
Roger Erickson,1979,5.62,4.35,1.27
Shawn Estes,2003,5.70,4.43,1.27
Doug Fister,2012,3.45,2.18,1.27
Lance Lynn,2022,3.99,2.72,1.27
Tim Lincecum,2007,4.00,2.73,1.27
Lee Grissom,1941,4.50,3.23,1.27
Chris Stratton,2018,4.70,3.43,1.27
Tyler Anderson,2018,4.55,3.28,1.27
Miguel Gonzalez,2016,3.77,2.50,1.27
Mike Pelfrey,2015,4.26,2.99,1.27
Ray Corbin,1972,2.73,1.46,1.27
Tom Timmermann,1973,4.68,3.41,1.27
Jason Johnson,2002,4.59,3.32,1.27
Hank Wyse,1947,3.87,2.60,1.27
Scott Sanders,1997,6.45,5.18,1.27
Shane Reynolds,2000,5.22,3.95,1.27
Yu Darvish,2023,4.56,3.29,1.27
Tyler Matzek,2014,4.00,2.73,1.27
Seth Greisinger,1998,5.12,3.85,1.27
Tanyon Sturtze,2001,4.32,3.05,1.27
Tom Zachary,1933,3.55,2.28,1.27
Bernie Boland,1915,3.27,2.00,1.27
Johnny Humphries,1945,4.20,2.93,1.27
Bump Hadley,1936,4.99,3.72,1.27
Jaime Garcia,2012,3.92,2.65,1.27
Dustin Hermanson,2004,4.59,3.32,1.27
James Edwards,1926,3.19,1.92,1.27
Lou Kretlow,1956,5.48,4.21,1.27
Andrew Suarez,2018,4.49,3.22,1.27
Johnny Klippstein,1957,4.62,3.35,1.27
Joe Hesketh,1991,3.19,1.92,1.27
Guillermo Moscoso (Corredor),2011,3.38,2.11,1.27
Mack Allison,1912,3.26,1.99,1.27
Bobby Jones,2000,5.28,4.01,1.27
Greg Harris,1992,3.85,2.58,1.27
Greg Swindell,1987,5.12,3.86,1.26
Mike Hampton,2009,5.30,4.04,1.26
Jay Hook,1963,5.90,4.64,1.26
Scott Kazmir,2008,3.49,2.23,1.26
Aaron Sele,1996,5.32,4.06,1.26
Bill Piercy,1924,6.18,4.92,1.26
Chet Nichols,1954,4.50,3.24,1.26
Ricky Romero,2012,5.77,4.51,1.26
Jay Tibbs,1984,2.86,1.60,1.26
Phil Regan,1961,5.06,3.80,1.26
Brandon Duckworth,2002,5.42,4.16,1.26
Steve Hargan,1969,5.41,4.15,1.26
Mike Pelfrey,2008,3.72,2.46,1.26
George Earnshaw,1933,5.94,4.68,1.26
Mark Gubicza,1996,5.13,3.87,1.26
Scott Schoeneweis,2001,5.08,3.82,1.26
Johnny Klippstein,1954,5.38,4.12,1.26
Chad Gaudin,2009,4.76,3.50,1.26
Wayne Twitchell,1974,5.22,3.96,1.26
Julio Santana,1998,4.47,3.21,1.26
Tom Brewer,1954,4.53,3.27,1.26
Joel Pineiro,2011,5.10,3.84,1.26
Danny Darwin,1998,5.41,4.15,1.26
Eric Gagne,2001,4.92,3.66,1.26
Barry Latman,1963,5.24,3.98,1.26
Nick Martinez,2014,4.90,3.64,1.26
Randy Wolf,2007,4.73,3.47,1.26
Wayne Simpson,1972,4.41,3.15,1.26
Pedro Ramos,1956,5.33,4.07,1.26
Jason Hammel,2012,3.43,2.17,1.26
Eric Milton,2006,5.19,3.93,1.26
Jim Walkup,1935,6.09,4.83,1.26
Robert Gsellman,2017,5.29,4.03,1.26
Carlos Zambrano,2011,4.82,3.56,1.26
Bill Shores,1930,3.93,2.67,1.26
Mark Gardner,1990,3.39,2.13,1.26
Jake Westbrook,2003,4.64,3.38,1.26
Domingo German,2019,4.28,3.02,1.26
Willie Blair,2000,5.20,3.94,1.26
Dennis Martinez,1983,6.08,4.82,1.26
Scott Feldman,2015,3.90,2.64,1.26
Ed Donnelly,1912,4.12,2.86,1.26
Jon Gray,2016,4.61,3.35,1.26
Jon Gray,2017,3.67,2.41,1.26
Tom Candiotti,1996,4.43,3.18,1.25
Ed Brandt,1929,4.91,3.66,1.25
Ed Hobaugh,1961,4.61,3.36,1.25
Jimmy Jones,1991,4.35,3.10,1.25
Jerome Williams,2005,4.28,3.03,1.25
Woodie Fryman,1975,3.31,2.06,1.25
Fred Fussell,1928,4.05,2.80,1.25
Ed Murphy,1902,3.34,2.09,1.25
Matt Wisler,2016,5.03,3.78,1.25
Mike Krukow,1978,3.58,2.33,1.25
Charlie Root,1935,3.47,2.22,1.25
Tim Lollar,1985,4.53,3.28,1.25
Daniel Cabrera,2006,4.74,3.49,1.25
Stephen Strasburg,2016,3.60,2.35,1.25
Carl Scheib,1949,5.29,4.04,1.25
Mike Scott,1982,5.21,3.96,1.25
George Grant,1928,4.39,3.14,1.25
Howard Ehmke,1921,4.78,3.53,1.25
Shohei Ohtani,2021,3.18,1.93,1.25
Pete Vuckovich,1985,5.51,4.26,1.25
Rick Porcello,2013,4.43,3.18,1.25
Kyle Freeland,2019,6.73,5.48,1.25
Jeff Weaver,2002,3.60,2.35,1.25
Dallas Keuchel,2019,3.75,2.50,1.25
Hippo Vaughn,1921,5.75,4.50,1.25
Cal Quantrill,2021,3.12,1.87,1.25
Robin Roberts,1966,4.67,3.42,1.25
Terry Mulholland,1989,4.74,3.49,1.25
Chris Sale,2019,4.40,3.15,1.25
Ryan Dempster,1999,4.71,3.46,1.25
Dana Eveland,2008,4.34,3.09,1.25
Francisco Liriano,2009,5.93,4.68,1.25
Roy Sherid,1929,3.49,2.24,1.25
Garrett Olson,2008,6.65,5.40,1.25
Oral Hildebrand,1936,5.28,4.03,1.25
Marino Pieretti,1948,5.39,4.14,1.25
Cole Hamels,2017,4.20,2.95,1.25
Buddy Carlyle,2007,5.37,4.12,1.25
Roberto Hernandez,2011,5.25,4.00,1.25
Bruce Cunningham,1931,4.44,3.19,1.25
Thornton Lee,1943,4.18,2.93,1.25
Bob Lemon,1957,4.53,3.28,1.25
David Peterson,2023,5.24,3.99,1.25
Andy Hawkins,1987,5.20,3.95,1.25
Fred Baczewski,1953,3.78,2.53,1.25
Bob Sykes,1980,4.08,2.83,1.25
Kirk McCaskill,1988,4.31,3.06,1.25
Ron Villone,2003,4.13,2.88,1.25
Michael Fiers,2017,5.14,3.89,1.25
Bert Blyleven,1990,5.24,3.99,1.25
Mark Gubicza,1994,4.50,3.25,1.25
Phil Leftwich,1994,5.68,4.43,1.25
Jim Abbott,1996,7.90,6.65,1.25
Dan Petry,1980,4.06,2.81,1.25
Daniel Cabrera,2005,4.52,3.27,1.25
Darrell May,2002,4.99,3.75,1.24
Freddie Toliver,1988,4.21,2.97,1.24
Rip Collins,1920,3.27,2.03,1.24
Zach Plesac,2019,3.81,2.57,1.24
Bob Shirley,1979,3.96,2.72,1.24
Chan Ho Park,2002,5.75,4.51,1.24
