playername,year,realERA,adjustedERA,diff
Dixie Leverett,1923,4.30,3.30,1.00
Gio Gonzalez,2010,3.23,2.23,1.00
Lefty Gomez,1938,3.28,2.28,1.00
Kevin Millwood,2004,4.85,3.85,1.00
Chris Short,1971,3.90,2.90,1.00
Don Robinson,1980,4.07,3.07,1.00
Rick Porcello,2018,4.28,3.28,1.00
Ken Brett,1976,3.27,2.27,1.00
Sal Maglie,1952,2.89,1.89,1.00
Pat Malone,1929,3.61,2.61,1.00
Luis Mendoza,2012,4.19,3.19,1.00
Randy Johnson,1998,3.28,2.28,1.00
John Smoltz,1998,2.90,1.90,1.00
Tommy Bridges,1934,3.72,2.72,1.00
Eric King,1990,3.28,2.28,1.00
Don Rudolph,1962,3.63,2.63,1.00
Lefty Gomez,1936,4.36,3.36,1.00
A.J. Burnett,2002,3.12,2.12,1.00
Carlos Carrasco,2018,3.33,2.33,1.00
Mike Mason,1985,5.14,4.14,1.00
Wade Miley,2013,3.55,2.55,1.00
Kevin Correia,2009,3.91,2.91,1.00
Ray Phelps,1931,5.04,4.04,1.00
Bump Hadley,1935,4.94,3.94,1.00
Roy Patterson,1904,2.27,1.27,1.00
Andy Sonnanstine,2008,4.38,3.38,1.00
Steve Barber,1960,3.28,2.28,1.00
Harry Perkowski,1953,4.80,3.80,1.00
Rich Gale,1982,4.15,3.15,1.00
Chad Billingsley,2011,4.21,3.21,1.00
Robbie Ray,2017,2.89,1.89,1.00
Melido Perez,1990,4.61,3.61,1.00
John Danks,2009,3.77,2.77,1.00
Fred Anderson,1915,2.65,1.65,1.00
Bob Porterfield,1955,4.42,3.42,1.00
Vinegar Bend Mizell,1957,3.70,2.70,1.00
Larry Dierker,1966,3.16,2.16,1.00
Bill Fleming,1944,3.82,2.82,1.00
Kenny Rogers,2004,4.76,3.76,1.00
Dixie Davis,1925,4.60,3.60,1.00
Mario Soto,1984,3.53,2.53,1.00
Kyle Abbott,1992,4.62,3.62,1.00
Jack Bentley,1924,3.96,2.96,1.00
Hal Wiltse,1927,5.12,4.12,1.00
Tanner Roark,2019,4.35,3.35,1.00
Sad Sam Jones,1922,3.87,2.87,1.00
Jim Beattie,1983,3.86,2.86,1.00
Steve McCatty,1982,3.94,2.94,1.00
Ryan Dempster,2013,4.64,3.64,1.00
Jason Johnson,2004,5.13,4.13,1.00
Mike Kekich,1971,4.01,3.01,1.00
Tom Poholsky,1955,3.78,2.78,1.00
Milt Pappas,1968,3.57,2.57,1.00
David Cone,1989,3.54,2.54,1.00
Howard Ehmke,1926,3.96,2.96,1.00
Andy Benes,1999,4.81,3.81,1.00
Eddie Cicotte,1918,3.12,2.12,1.00
Mat Latos,2013,3.16,2.17,0.99
Jim Palmer,1979,3.28,2.29,0.99
J.A. Happ,2014,4.12,3.13,0.99
Harry Feldman,1944,4.35,3.36,0.99
Denny Neagle,1996,3.50,2.51,0.99
Max Scherzer,2014,3.15,2.16,0.99
Bob Harris,1941,5.32,4.33,0.99
Ramon Martinez,1991,3.27,2.28,0.99
Jerome Williams,2003,3.30,2.31,0.99
Francisco Cordova,1997,3.63,2.64,0.99
Frank Miller,1916,2.21,1.22,0.99
Craig Swan,1979,3.29,2.30,0.99
Yu Darvish,2012,3.90,2.91,0.99
Woody Williams,2003,3.85,2.86,0.99
Clyde Wright,1972,2.98,1.99,0.99
Sidney Ponson,2004,5.30,4.31,0.99
Joe Genewich,1924,5.40,4.41,0.99
Sad Sam Jones,1924,3.23,2.24,0.99
Jack Morris,1990,4.51,3.52,0.99
Jack Billingham,1970,3.85,2.86,0.99
Kevin Correia,2012,4.20,3.21,0.99
Brandon Beachy,2011,3.68,2.69,0.99
Leon Cadore,1922,4.89,3.90,0.99
Dennis Martinez,1985,5.31,4.32,0.99
Chuck Stobbs,1951,4.69,3.70,0.99
Kenny Rogers,1999,4.19,3.20,0.99
Bart Johnson,1976,4.73,3.74,0.99
Rube Bressler,1918,2.58,1.59,0.99
Juan Pizarro,1962,4.03,3.04,0.99
Erik Hanson,1991,3.81,2.82,0.99
Harvey Haddix,1955,4.48,3.49,0.99
Frank Pastore,1982,4.20,3.21,0.99
Richard Dotson,1987,4.17,3.18,0.99
Johnny Kucks,1957,4.03,3.04,0.99
Jake Westbrook,2006,4.17,3.18,0.99
Zack Godley,2017,3.40,2.41,0.99
Mel Harder,1936,5.24,4.25,0.99
Kyle Lohse,2011,3.39,2.40,0.99
Ross Grimsley,1971,3.57,2.58,0.99
Chris Nabholz,1991,3.63,2.64,0.99
Howie Pollet,1947,4.35,3.36,0.99
Jorge de la Rosa,2013,3.49,2.50,0.99
Wily Peralta,2013,4.37,3.38,0.99
Bob Veale,1970,3.91,2.92,0.99
Ted Blankenship,1923,4.38,3.39,0.99
Dick Barrett,1945,5.16,4.17,0.99
George Kahler,1913,3.12,2.13,0.99
Connie Marrero,1952,2.88,1.89,0.99
Kevin Correia,2013,4.18,3.19,0.99
Bud Norris,2010,4.92,3.93,0.99
Bill Fischer,1959,4.20,3.21,0.99
Mark Portugal,1991,4.23,3.24,0.99
Dazzy Vance,1931,3.34,2.35,0.99
Mel Harder,1944,3.70,2.71,0.99
Curt Simmons,1948,4.93,3.94,0.99
George Zuverink,1954,3.67,2.68,0.99
Jack Katoll,1901,2.85,1.86,0.99
Chet Nichols,1951,2.83,1.84,0.99
Chuck James,2007,4.24,3.25,0.99
Mike Dunne,1988,3.98,2.99,0.99
Mike Torrez,1983,4.28,3.29,0.99
Herb Score,1955,3.00,2.01,0.99
Gerry Staley,1951,4.04,3.05,0.99
Phil Niekro,1985,4.09,3.10,0.99
Jarrod Washburn,2003,4.43,3.44,0.99
Kent Mercker,1997,4.03,3.04,0.99
Mike Mussina,1996,4.81,3.82,0.99
Joe Blanton,2006,4.84,3.85,0.99
Shane Reynolds,1997,4.23,3.24,0.99
Matt Keough,1981,3.40,2.41,0.99
Carl Hubbell,1939,2.86,1.87,0.99
Jon Gray,2021,4.59,3.60,0.99
Dane Dunning,2023,3.55,2.56,0.99
Chris Carpenter,2010,3.22,2.23,0.99
Herb Pennock,1922,4.51,3.52,0.99
Bob Bruce,1963,3.55,2.56,0.99
Scott Elarton,2001,7.06,6.07,0.99
Andy Benes,1991,3.03,2.04,0.99
Freddy Garcia,2002,4.39,3.40,0.99
Mitch Keller,2022,3.94,2.95,0.99
Paul Foytack,1957,3.28,2.29,0.99
Willie Blair,1997,4.17,3.18,0.99
Phil Hughes,2015,4.43,3.44,0.99
Lynn McGlothen,1972,3.41,2.42,0.99
Matt Harrison,2012,3.29,2.30,0.99
Johnny Niggeling,1942,2.72,1.73,0.99
Denny Lemaster,1965,4.32,3.33,0.99
Livan Hernandez,2006,4.83,3.84,0.99
Kevin Tapani,1996,4.59,3.60,0.99
Bruce Chen,2010,4.26,3.27,0.99
David Wells,1999,4.82,3.83,0.99
Donovan Osborne,1993,3.76,2.77,0.99
Lynn Nelson,1939,4.78,3.79,0.99
Teddy Higuera,1990,3.76,2.77,0.99
David Cone,1999,3.44,2.45,0.99
Allie Reynolds,1944,3.53,2.54,0.99
Reggie Cleveland,1974,4.66,3.67,0.99
Lefty Gomez,1933,3.09,2.10,0.99
Vern Bickford,1948,3.44,2.45,0.99
Mark Langston,1988,3.34,2.35,0.99
Harvey Haddix,1962,3.67,2.68,0.99
Gil Meche,2005,5.16,4.17,0.99
Bobby Jones,1995,4.19,3.20,0.99
George Pipgras,1930,4.60,3.61,0.99
Rick Rhoden,1985,4.47,3.48,0.99
Barry Zito,2010,4.13,3.14,0.99
Brandon Webb,2004,3.59,2.60,0.99
Scott Erickson,1991,3.18,2.19,0.99
Joe Dobson,1946,3.40,2.41,0.99
Dustin Hermanson,1999,4.20,3.21,0.99
Fritz Ostermueller,1934,3.79,2.80,0.99
Bob Kuzava,1950,4.38,3.39,0.99
Neal Heaton,1986,4.19,3.20,0.99
Wayland Dean,1926,4.61,3.62,0.99
Hooks Dauss,1921,4.21,3.22,0.99
Ron Guidry,1986,3.98,2.99,0.99
Paul Hartzell,1977,4.10,3.11,0.99
John Smoltz,1999,3.19,2.20,0.99
Mike Moore,1990,4.65,3.66,0.99
Pat Darcy,1975,3.71,2.72,0.99
Max Fiske,1914,3.90,2.91,0.99
Skinny Graham,1925,4.35,3.36,0.99
Robin Roberts,1964,2.91,1.92,0.99
Gary Gentry,1969,3.43,2.44,0.99
Hal Schumacher,1939,4.69,3.70,0.99
Lerrin LaGrow,1974,4.46,3.47,0.99
Dutch Leonard,1915,2.51,1.52,0.99
Randy Johnson,1992,3.77,2.79,0.98
Pat Ragan,1918,3.09,2.11,0.98
Cliff Melton,1941,3.49,2.51,0.98
Tom Glavine,2004,3.60,2.62,0.98
David Bush,2008,4.28,3.30,0.98
Gerrit Cole,2017,4.26,3.28,0.98
Vic Sorrell,1929,5.03,4.05,0.98
Alex Cobb,2022,3.73,2.75,0.98
Ned Garver,1957,3.81,2.83,0.98
Woody Williams,2001,4.05,3.07,0.98
Curt Simmons,1953,3.11,2.13,0.98
Lee Meadows,1923,3.86,2.88,0.98
Carlos Zambrano,2005,3.26,2.28,0.98
Joe Magrane,1987,3.39,2.41,0.98
Snipe Hansen,1933,4.56,3.58,0.98
Rick Helling,1998,4.41,3.43,0.98
Frank Smith,1904,2.11,1.13,0.98
Bruce Berenyi,1982,3.36,2.38,0.98
Scott Elarton,2005,4.61,3.63,0.98
Dave LaPoint,1985,3.57,2.59,0.98
Shane Rawley,1985,3.35,2.37,0.98
Ervin Santana,2017,3.28,2.30,0.98
Julio Teheran,2016,3.21,2.23,0.98
Bruce Hurst,1992,3.85,2.87,0.98
Bob Friend,1955,3.21,2.23,0.98
Mike Mussina,1999,3.50,2.52,0.98
Monk Dubiel,1949,3.86,2.88,0.98
Dick Ruthven,1982,3.63,2.65,0.98
Ismael Valdez,1999,3.98,3.00,0.98
Jumbo Elliott,1930,4.13,3.15,0.98
Bill Werle,1949,4.57,3.59,0.98
Mark Redman,2005,4.90,3.92,0.98
Allie Reynolds,1950,3.42,2.44,0.98
Felix Hernandez,2012,3.06,2.08,0.98
Bill Laskey,1984,4.35,3.37,0.98
Brett Myers,2003,4.43,3.45,0.98
Denny Galehouse,1937,4.98,4.00,0.98
Derek Lowe,2010,4.00,3.02,0.98
Greg Maddux,1999,3.57,2.59,0.98
Marv Grissom,1952,3.66,2.68,0.98
Bob Forsch,1978,3.70,2.72,0.98
Mike Minor,2019,3.59,2.61,0.98
Allan Anderson,1989,3.80,2.82,0.98
Joe Benz,1916,1.50,0.52,0.98
Greg Maddux,2006,4.20,3.22,0.98
Mike Flanagan,1986,4.29,3.31,0.98
Stephen Strasburg,2014,3.14,2.16,0.98
Todd Ritchie,1999,3.53,2.55,0.98
Brad Bergesen,2009,3.43,2.45,0.98
Tully Sparks,1902,3.87,2.89,0.98
Danny Darwin,1986,3.26,2.28,0.98
Frank Kitson,1902,2.76,1.78,0.98
Kevin Millwood,2009,3.67,2.69,0.98
Bobby Jones,1997,4.06,3.08,0.98
Erv Brame,1929,4.50,3.52,0.98
Bill Walker,1931,2.14,1.16,0.98
Miguel Gonzalez,2013,3.81,2.83,0.98
John Tudor,1982,3.65,2.67,0.98
Jon Matlack,1976,2.95,1.97,0.98
Zack Greinke,2017,3.20,2.22,0.98
Kenny Rogers,2003,4.56,3.58,0.98
Al Demaree,1918,2.23,1.25,0.98
Ed Brandt,1928,4.90,3.92,0.98
Clint Brown,1933,3.57,2.59,0.98
Shaun Marcum,2011,3.54,2.56,0.98
Bryn Smith,1991,3.85,2.87,0.98
Brad Radke,1995,5.26,4.28,0.98
Brandon Webb,2008,3.30,2.32,0.98
Barry Zito,2001,3.49,2.51,0.98
Elden Auker,1937,3.77,2.79,0.98
Jay Tibbs,1986,3.94,2.96,0.98
Dave Roberts,1975,4.46,3.48,0.98
Rich Wortham,1979,4.90,3.92,0.98
Doc Crandall,1914,3.54,2.56,0.98
Bob Lemon,1947,3.27,2.29,0.98
Jon Lieber,1998,4.11,3.13,0.98
Gary Bell,1958,3.58,2.60,0.98
Masato Yoshii,1998,3.93,2.95,0.98
Doc Medich,1978,3.87,2.89,0.98
Pat Jarvis,1969,4.41,3.43,0.98
Mike Mussina,1992,2.54,1.56,0.98
Bob Wicker,1902,3.36,2.38,0.98
Livan Hernandez,2001,5.24,4.26,0.98
Martin Perez,2017,4.82,3.84,0.98
Shaun Marcum,2012,3.70,2.72,0.98
Ed Brandt,1934,3.34,2.36,0.98
Eddie Plank,1911,0.98,0.00,0.98
Ken Hill,1994,3.32,2.34,0.98
Milt Wilcox,1979,4.13,3.15,0.98
Tom Hughes,1915,2.57,1.59,0.98
Jim Bluejacket,1915,3.04,2.06,0.98
David Price,2012,2.56,1.58,0.98
Mike Remlinger,1998,4.80,3.82,0.98
Floyd Bannister,1987,3.58,2.60,0.98
Brett Tomko,1997,3.15,2.17,0.98
Silvio Martinez,1978,3.64,2.66,0.98
Orval Grove,1946,3.11,2.13,0.98
Jon Garland,2005,3.50,2.52,0.98
Lefty Grove,1932,2.76,1.78,0.98
Bob Forsch,1981,3.18,2.20,0.98
Bob Rush,1957,4.33,3.35,0.98
Neal Heaton,1987,4.52,3.54,0.98
Bret Saberhagen,1990,3.27,2.29,0.98
Todd Stottlemyre,1995,4.55,3.57,0.98
Bob Shawkey,1921,3.94,2.96,0.98
Kris Benson,2000,3.85,2.87,0.98
Jeff Samardzija,2017,4.42,3.44,0.98
Chuck Finley,1991,3.80,2.82,0.98
Jose De Jesus,1990,3.74,2.76,0.98
Andrew Cashner,2014,2.55,1.57,0.98
Osvaldo Fernandez,1996,4.42,3.44,0.98
Bill Phillips,1901,4.77,3.79,0.98
Eddie Lopat,1945,4.18,3.20,0.98
Ed Halicki,1976,3.66,2.68,0.98
Mickey Haefner,1944,3.17,2.19,0.98
Dave Davenport,1918,3.20,2.22,0.98
Jim Barr,1977,4.76,3.78,0.98
Drew Hutchison,2014,4.48,3.50,0.98
Randy Lerch,1979,3.81,2.83,0.98
Clarence Mitchell,1931,3.91,2.93,0.98
Mike Torrez,1973,4.39,3.41,0.98
Derek Lowe,2011,5.05,4.07,0.98
Dennis Rasmussen,1991,3.74,2.76,0.98
Wade Blasingame,1971,4.61,3.63,0.98
Jesse Barnes,1925,4.46,3.48,0.98
Fred Frankhouse,1933,3.16,2.18,0.98
Eddie Rommel,1925,3.98,3.00,0.98
Matt Moore,2012,3.81,2.83,0.98
Gil Heredia,2000,4.12,3.14,0.98
Guy Bush,1935,4.52,3.54,0.98
Ralph Branca,1951,3.26,2.28,0.98
Danny Darwin,1983,3.62,2.64,0.98
Sandy Alcantara,2019,3.88,2.90,0.98
Randy Wolf,2011,3.69,2.71,0.98
Jon Lester,2015,3.34,2.36,0.98
Bailey Ober,2023,3.43,2.45,0.98
Gene Conley,1960,3.47,2.49,0.98
Sad Sam Jones,1932,4.38,3.40,0.98
George Dumont,1917,2.82,1.84,0.98
Jaime Garcia,2016,4.73,3.75,0.98
Woody Williams,2002,2.53,1.56,0.97
Oliver Perez,2008,4.22,3.25,0.97
Bob Weiland,1933,3.79,2.82,0.97
Marcus Stroman,2017,3.09,2.12,0.97
Kenny Rogers,2006,3.79,2.82,0.97
Tex Hughson,1944,2.26,1.29,0.97
Pat Malone,1931,3.98,3.01,0.97
Ramon Martinez,1996,3.39,2.42,0.97
Bill Werle,1950,4.53,3.56,0.97
Johnny Niggeling,1945,3.17,2.20,0.97
Steve Bedrosian,1985,3.83,2.86,0.97
Carl Weilman,1913,3.78,2.81,0.97
Felipe Paulino,2011,4.26,3.29,0.97
Aaron Sele,2001,3.63,2.66,0.97
Tim Wakefield,2011,5.31,4.34,0.97
Earl Yingling,1914,3.48,2.51,0.97
Joe Nuxhall,1957,4.91,3.94,0.97
Bartolo Colon,2001,4.09,3.12,0.97
Preacher Roe,1953,4.41,3.44,0.97
Brian Anderson,2003,3.82,2.85,0.97
Clyde Shoun,1944,3.50,2.53,0.97
Geoff Zahn,1980,4.38,3.41,0.97
Andy Benes,1994,3.86,2.89,0.97
Chris Capuano,2011,4.52,3.55,0.97
Larry Jaster,1967,3.25,2.28,0.97
Larry Jackson,1957,4.04,3.07,0.97
Jimmie DeShong,1936,4.67,3.70,0.97
Jose Lima,1998,3.70,2.73,0.97
Doug Rau,1976,2.44,1.47,0.97
Tomo Ohka,2002,3.15,2.18,0.97
Rodrigo Lopez,2010,5.00,4.03,0.97
J.A. Happ,2016,3.18,2.21,0.97
Jack Fisher,1968,2.93,1.96,0.97
Johnny Klippstein,1956,4.22,3.25,0.97
Wes Gardner,1988,4.12,3.15,0.97
Jon Garland,2002,4.58,3.61,0.97
Al Smith,1940,3.58,2.61,0.97
Sherry Smith,1917,3.81,2.84,0.97
Bob Feller,1937,3.37,2.40,0.97
Tyler Anderson,2022,2.58,1.61,0.97
Preacher Roe,1945,2.96,1.99,0.97
Luis Arroyo,1955,4.07,3.10,0.97
Nelson Briles,1972,3.11,2.14,0.97
Jason Marquis,2004,3.71,2.74,0.97
Vic Raschi,1954,4.70,3.73,0.97
Bruce Kison,1976,3.13,2.16,0.97
Ray Burris,1977,4.72,3.75,0.97
Dontrelle Willis,2004,4.02,3.05,0.97
Rick Mahler,1988,3.88,2.91,0.97
Guy Bush,1929,4.09,3.12,0.97
Dwight Stone,1914,4.35,3.38,0.97
Dick Ellsworth,1968,3.15,2.18,0.97
Rich Gale,1980,3.98,3.01,0.97
Jack Billingham,1975,4.15,3.18,0.97
Mysterious Walker,1914,4.47,3.50,0.97
Elden Auker,1936,4.56,3.59,0.97
George Suggs,1915,4.14,3.17,0.97
John Smoltz,2006,3.49,2.52,0.97
Roy Mitchell,1913,3.01,2.04,0.97
Danny Salazar,2015,3.45,2.48,0.97
Bump Hadley,1937,5.11,4.14,0.97
Alex Fernandez,1992,4.27,3.30,0.97
Bill Voiselle,1946,3.68,2.71,0.97
Jim Kaat,1961,3.99,3.02,0.97
George Kirby,2023,3.35,2.38,0.97
Terry Mulholland,1993,3.27,2.30,0.97
Doyle Alexander,1976,3.63,2.66,0.97
Brad Penny,2001,3.69,2.72,0.97
Johnny Werts,1926,3.56,2.59,0.97
Steve Hargan,1968,4.02,3.05,0.97
Bill Stoneman,1969,4.43,3.46,0.97
Albert Williams,1981,4.19,3.22,0.97
Phil Niekro,1984,3.10,2.13,0.97
Frank Viola,1992,3.44,2.47,0.97
Clay Buchholz,2010,2.33,1.36,0.97
Mike Regan,1917,2.71,1.74,0.97
Ted Lyons,1928,4.14,3.17,0.97
Sal Maglie,1955,4.10,3.13,0.97
Rudy May,1970,4.02,3.05,0.97
Fred Talbot,1966,4.47,3.50,0.97
Brett Myers,2006,3.91,2.94,0.97
Pete Falcone,1982,3.76,2.79,0.97
Max Butcher,1944,3.23,2.26,0.97
Jon Lieber,2005,4.20,3.23,0.97
Ivan Nova,2016,4.07,3.10,0.97
Whitey Glazner,1922,4.55,3.58,0.97
Rick Camp,1984,3.23,2.26,0.97
Fred Hutchinson,1950,4.18,3.21,0.97
Fred Heimach,1922,5.54,4.57,0.97
Eric Show,1987,3.84,2.87,0.97
David Wells,2002,3.75,2.78,0.97
Lee Meadows,1926,4.04,3.07,0.97
Sandy Vance,1970,3.22,2.25,0.97
Chris Carpenter,2009,2.24,1.27,0.97
Jamie Moyer,2002,3.32,2.35,0.97
Mike Mussina,1995,3.29,2.32,0.97
Gaylord Perry,1980,3.60,2.63,0.97
Milt Gaston,1927,4.77,3.80,0.97
Mark Hendrickson,2004,4.85,3.88,0.97
Bobby Jones,2001,5.12,4.15,0.97
Orlando Hernandez,1999,4.12,3.15,0.97
Frank Kitson,1901,2.94,1.97,0.97
Steve McCatty,1983,4.12,3.15,0.97
Darren Dreifort,1999,4.83,3.86,0.97
Red Ames,1918,2.37,1.40,0.97
Doyle Alexander,1978,3.98,3.01,0.97
Wayland Dean,1924,4.69,3.72,0.97
Curt Simmons,1960,2.69,1.72,0.97
Hiroki Kuroda,2009,3.57,2.60,0.97
Ivan Nova,2011,3.66,2.69,0.97
Tom Candiotti,1998,4.84,3.87,0.97
Joe Krakauskas,1939,4.58,3.61,0.97
Luis Leal,1984,3.89,2.92,0.97
Denny Lemaster,1967,3.34,2.37,0.97
Dick Selma,1968,2.94,1.97,0.97
Chris Bosio,1995,4.92,3.95,0.97
Pat Caraway,1930,3.83,2.86,0.97
Kevin Millwood,2010,5.10,4.13,0.97
James Paxton,2018,3.76,2.79,0.97
Chad Bettis,2016,4.79,3.82,0.97
Jaime Navarro,1989,3.19,2.22,0.97
Bill Hallahan,1930,4.51,3.54,0.97
Sam Gray,1925,3.34,2.37,0.97
Mickey Haefner,1945,3.46,2.49,0.97
Justin Duchscherer,2008,2.54,1.57,0.97
Andy Ashby,1997,4.13,3.16,0.97
Justin Verlander,2022,1.75,0.78,0.97
Kevin Millwood,2003,4.01,3.04,0.97
Eddie Smith,1939,3.90,2.93,0.97
John Burkett,1995,4.30,3.33,0.97
Don Black,1943,4.22,3.25,0.97
Mike Maroth,2003,5.73,4.76,0.97
Brad Radke,1999,3.75,2.78,0.97
Phil Hughes,2010,4.23,3.26,0.97
Carlos Perez,1998,3.59,2.62,0.97
Frank Tanana,1988,4.21,3.24,0.97
Erik Hanson,1995,4.24,3.27,0.97
Cole Hamels,2009,4.32,3.35,0.97
Dick Barrett,1943,2.56,1.59,0.97
Odalis Perez,2007,5.57,4.60,0.97
Jameson Taillon,2018,3.20,2.24,0.96
Chris Peters,1998,3.83,2.87,0.96
Woodie Fryman,1973,5.34,4.38,0.96
Mike Smithson,1985,4.38,3.42,0.96
Dutch Leonard,1920,4.34,3.38,0.96
Jason Vargas,2010,3.78,2.82,0.96
Kirby Higbe,1939,4.96,4.00,0.96
Alex Wood,2015,3.84,2.88,0.96
Kirk Saarloos,2005,4.25,3.29,0.96
Andy Messersmith,1970,3.31,2.35,0.96
Adam Wainwright,2022,3.71,2.75,0.96
Chris Hammond,1992,4.24,3.28,0.96
Jim Nash,1966,2.10,1.14,0.96
Jeremy Hellickson,2012,3.10,2.14,0.96
Andy Hassler,1974,2.62,1.66,0.96
Tom Glavine,1996,2.98,2.02,0.96
Doug Davis,2001,4.45,3.49,0.96
Casey Patten,1903,3.67,2.71,0.96
Jim Deshaies,1990,3.78,2.82,0.96
Joe Magrane,1989,2.85,1.89,0.96
Milt Wilcox,1981,3.03,2.07,0.96
Pete Donohue,1922,3.17,2.21,0.96
Bill Voiselle,1945,4.56,3.60,0.96
Doc White,1901,3.26,2.30,0.96
Bill Gullickson,1990,3.82,2.86,0.96
Charlie Puleo,1982,4.44,3.48,0.96
Julio Moreno,1952,3.96,3.00,0.96
Si Johnson,1937,3.17,2.21,0.96
Carlos Silva,2007,4.19,3.23,0.96
Mel Parnell,1948,3.01,2.05,0.96
Melido Perez,1989,5.01,4.05,0.96
Dick Tidrow,1974,4.48,3.52,0.96
Sonny Siebert,1969,4.29,3.33,0.96
Art Ditmar,1956,4.55,3.59,0.96
Byron Houck,1912,2.63,1.67,0.96
Dick Drott,1958,5.72,4.76,0.96
Tommy Byrne,1949,3.61,2.65,0.96
Javier Vazquez,2006,4.88,3.92,0.96
Ted Power,1987,4.50,3.54,0.96
Merrill Kelly,2021,4.44,3.48,0.96
Mike Scott,1983,3.72,2.76,0.96
Bret Saberhagen,1988,3.80,2.84,0.96
Kelvim Escobar,2006,3.61,2.65,0.96
Sad Sam Jones,1925,4.41,3.45,0.96
Jeremy Guthrie,2007,3.44,2.48,0.96
Ned Garver,1955,4.00,3.04,0.96
Bill Hubbell,1924,5.20,4.24,0.96
Ron Reed,1972,4.00,3.04,0.96
Roy Mahaffey,1933,5.27,4.31,0.96
George Earnshaw,1932,4.67,3.71,0.96
Dean Stone,1954,3.28,2.32,0.96
Leon Cadore,1921,4.42,3.46,0.96
Jim LaMarque,1949,2.51,1.55,0.96
Mike Boddicker,1991,4.11,3.15,0.96
Tony Freitas,1934,4.10,3.14,0.96
Gaylord Perry,1981,3.94,2.98,0.96
Boo Ferriss,1945,2.98,2.02,0.96
Socks Seibold,1930,4.18,3.22,0.96
Matt Morris,2002,3.42,2.46,0.96
Doyle Alexander,1987,3.01,2.05,0.96
Bert Blyleven,1986,4.01,3.05,0.96
Mike Mussina,2002,4.05,3.09,0.96
Jim Barr,1972,2.55,1.59,0.96
Jim Wilson,1958,4.24,3.28,0.96
Luis Severino,2018,3.39,2.43,0.96
Ed Brandt,1935,4.80,3.84,0.96
Bill Lee,1942,3.75,2.79,0.96
Spud Chandler,1942,2.38,1.42,0.96
Gary Bell,1961,4.10,3.14,0.96
Johnny Podres,1958,3.74,2.78,0.96
Ray Washburn,1967,3.53,2.57,0.96
Rudy May,1971,2.91,1.95,0.96
Brian Lawrence,2004,4.12,3.16,0.96
Bump Hadley,1930,3.90,2.94,0.96
Nick Pivetta,2021,4.56,3.60,0.96
Denny Galehouse,1944,2.96,2.00,0.96
Ted Lilly,2006,4.31,3.35,0.96
Jose Quintana,2022,2.93,1.97,0.96
Warren Hacker,1953,4.49,3.53,0.96
Rube Benton,1924,2.81,1.85,0.96
Andy Pettitte,2001,3.99,3.03,0.96
Eddie Plank,1917,1.97,1.01,0.96
Richard Dotson,1980,4.32,3.36,0.96
Johnny Podres,1959,4.17,3.21,0.96
Ricky Nolasco,2013,3.72,2.76,0.96
Mike McCormick,1963,4.25,3.29,0.96
Sean Manaea,2018,3.59,2.63,0.96
Johnny Humphries,1943,3.31,2.35,0.96
Felix Hernandez,2006,4.52,3.56,0.96
Lefty Grove,1938,3.20,2.24,0.96
Bud Thomas,1938,5.21,4.25,0.96
Pat Jarvis,1967,3.72,2.76,0.96
Dock Ellis,1973,3.05,2.09,0.96
Jack Scott,1926,4.20,3.24,0.96
Nino Espinosa,1978,4.73,3.77,0.96
Johnny Podres,1957,2.68,1.72,0.96
Jimmy Lavender,1916,2.81,1.85,0.96
Nick Strincevich,1946,3.32,2.36,0.96
Luis Tiant,1965,3.57,2.61,0.96
Sid Fernandez,1990,3.46,2.50,0.96
Joey Jay,1961,3.53,2.57,0.96
Brad Penny,2006,4.34,3.38,0.96
Rich Nye,1968,4.18,3.22,0.96
Tom Glavine,1990,4.28,3.32,0.96
Brad Penny,2007,3.03,2.07,0.96
Wade Miller,2001,3.40,2.44,0.96
Larry Benton,1925,2.70,1.74,0.96
Joe Saunders,2010,4.47,3.51,0.96
Paul Dean,1935,3.71,2.75,0.96
Early Wynn,1956,2.77,1.81,0.96
Dave Stieb,1980,3.64,2.68,0.96
Buck Ross,1943,3.19,2.23,0.96
Diego Segui,1970,2.33,1.37,0.96
Ted Gray,1949,3.57,2.61,0.96
Joe Oeschger,1920,3.12,2.16,0.96
Ernie McAnally,1971,3.78,2.82,0.96
Framber Valdez,2021,3.14,2.18,0.96
Scott Kazmir,2015,3.10,2.14,0.96
Sam Zoldak,1947,2.93,1.97,0.96
Tom Glavine,1993,3.20,2.24,0.96
Mike Minor,2018,4.18,3.22,0.96
Andy Pettitte,2013,3.74,2.78,0.96
Don Larsen,1954,4.45,3.49,0.96
Jeff Francis,2011,4.82,3.86,0.96
Dennis Martinez,1981,3.12,2.16,0.96
Randy Wells,2009,3.05,2.09,0.96
Bob Knepper,1981,2.18,1.22,0.96
Tex Carleton,1933,3.45,2.49,0.96
Don Rudolph,1963,4.52,3.56,0.96
Andy Ashby,1998,3.34,2.38,0.96
Russ Ortiz,2004,4.13,3.17,0.96
Zack Wheeler,2014,3.54,2.58,0.96
Sailor Stroud,1915,3.06,2.10,0.96
Dennis Ribant,1967,4.11,3.15,0.96
Spec Shea,1947,2.88,1.92,0.96
Marty O'Toole,1913,3.92,2.96,0.96
Hoyt Wilhelm,1959,2.18,1.22,0.96
Don Drysdale,1958,4.18,3.22,0.96
Jeff Samardzija,2014,2.99,2.03,0.96
